Date,Adj Close
2015-09-30,172.95877075195312
2015-10-01,173.41006469726562
2015-10-02,176.00042724609375
2015-10-05,179.13230895996094
2015-10-06,178.51856994628906
2015-10-07,179.9807586669922
2015-10-08,181.6053466796875
2015-10-09,181.71365356445312
2015-10-12,181.88514709472656
2015-10-13,180.73887634277344
2015-10-14,179.8723907470703
2015-10-15,182.63429260253906
2015-10-16,183.4646453857422
2015-10-19,183.55487060546875
2015-10-20,183.32025146484375
2015-10-21,182.18299865722656
2015-10-22,185.26072692871094
2015-10-23,187.29151916503906
2015-10-26,186.83119201660156
2015-10-27,186.4701690673828
2015-10-28,188.5911865234375
2015-10-29,188.48289489746094
2015-10-30,187.67059326171875
2015-11-02,189.89089965820312
2015-11-03,190.44146728515625
2015-11-04,189.86380004882812
2015-11-05,189.6742706298828
2015-11-06,189.5749969482422
2015-11-09,187.80596923828125
2015-11-10,188.2391815185547
2015-11-11,187.49911499023438
2015-11-12,184.88165283203125
2015-11-13,182.80575561523438
2015-11-16,185.5856475830078
2015-11-17,185.45030212402344
2015-11-18,188.3926544189453
2015-11-19,188.23019409179688
2015-11-20,188.91612243652344
2015-11-23,188.699462890625
2015-11-24,188.95223999023438
2015-11-25,188.92518615722656
2015-11-27,189.1417999267578
2015-11-30,188.35655212402344
2015-12-01,190.1526336669922
2015-12-02,188.21212768554688
2015-12-03,185.57662963867188
2015-12-04,189.19593811035156
2015-12-07,188.04969787597656
2015-12-08,186.7860870361328
2015-12-09,185.3329315185547
2015-12-10,185.81129455566406
2015-12-11,182.21005249023438
2015-12-14,183.1306610107422
2015-12-15,185.05313110351562
2015-12-16,187.76084899902344
2015-12-17,184.89971923828125
2015-12-18,181.605712890625
2015-12-21,183.10379028320312
2015-12-22,184.76535034179688
2015-12-23,187.0533905029297
2015-12-24,186.74462890625
2015-12-28,186.31793212890625
2015-12-29,188.3062744140625
2015-12-30,186.9716033935547
2015-12-31,185.10125732421875
2016-01-04,182.5136260986328
2016-01-05,182.82232666015625
2016-01-06,180.51617431640625
2016-01-07,176.18533325195312
2016-01-08,174.2514190673828
2016-01-11,174.4239501953125
2016-01-12,175.83123779296875
2016-01-13,171.44589233398438
2016-01-14,174.26046752929688
2016-01-15,170.51979064941406
2016-01-19,170.74676513671875
2016-01-20,168.5586395263672
2016-01-21,169.50291442871094
2016-01-22,172.98028564453125
2016-01-25,170.36544799804688
2016-01-26,172.6897430419922
2016-01-27,170.81031799316406
2016-01-28,171.70010375976562
2016-01-29,175.88572692871094
2016-02-01,175.8221435546875
2016-02-02,172.6534423828125
2016-02-03,173.6884765625
2016-02-04,173.96087646484375
2016-02-05,170.6469268798828
2016-02-08,168.3498077392578
2016-02-09,168.35887145996094
2016-02-10,168.21363830566406
2016-02-11,166.02548217773438
2016-02-12,169.44842529296875
2016-02-16,172.3084259033203
2016-02-17,175.123046875
2016-02-18,174.40576171875
2016-02-19,174.32406616210938
2016-02-22,176.8480987548828
2016-02-23,174.6145782470703
2016-02-24,175.41355895996094
2016-02-25,177.53814697265625
2016-02-26,177.1295623779297
2016-02-29,175.74041748046875
2016-03-01,179.87158203125
2016-03-02,180.67959594726562
2016-03-03,181.38780212402344
2016-03-04,181.97796630859375
2016-03-07,182.1232452392578
2016-03-08,180.1348419189453
2016-03-09,181.02464294433594
2016-03-10,181.16990661621094
2016-03-11,184.0934600830078
2016-03-14,183.85739135742188
2016-03-15,183.55776977539062
2016-03-16,184.62005615234375
2016-03-17,185.79129028320312
2016-03-18,186.5214080810547
2016-03-21,186.7860870361328
2016-03-22,186.68563842773438
2016-03-23,185.4536590576172
2016-03-24,185.3715057373047
2016-03-28,185.4810028076172
2016-03-29,187.19674682617188
2016-03-30,188.0181121826172
2016-03-31,187.5618133544922
2016-04-01,188.8394317626953
2016-04-04,188.22796630859375
2016-04-05,186.34800720214844
2016-04-06,188.38314819335938
2016-04-07,186.12896728515625
2016-04-08,186.63088989257812
2016-04-11,186.19287109375
2016-04-12,187.9268341064453
2016-04-13,189.8250732421875
2016-04-14,189.83421325683594
2016-04-15,189.62428283691406
2016-04-18,190.95672607421875
2016-04-19,191.55905151367188
2016-04-20,191.74156188964844
2016-04-21,190.71034240722656
2016-04-22,190.71034240722656
2016-04-25,190.3817596435547
2016-04-26,190.66470336914062
2016-04-27,191.05712890625
2016-04-28,189.3231201171875
2016-04-29,188.30099487304688
2016-05-02,189.79769897460938
2016-05-03,188.14585876464844
2016-05-04,187.0963134765625
2016-05-05,187.05987548828125
2016-05-06,187.7443084716797
2016-05-09,187.89944458007812
2016-05-10,190.23577880859375
2016-05-11,188.45616149902344
2016-05-12,188.5109100341797
