,0
AAPL,0.0
ADBE,0.0
AMZN,0.0
BAC,0.0
DIS,17.95462731859654
FB,0.0
GOOGL,9.42488277786312
HD,0.0
JNJ,7.4925215577087005
JPM,10.38110205880212
MA,0.0
MSFT,0.0
NVDA,0.0
PG,4.56398677656245
PYPL,0.0
TSLA,6.73883738484504
UNH,0.0
V,0.0
VZ,24.57580554596988
WMT,18.86823657965216
