,0
AAPL,8.18437e-09
ADBE,6.63286e-09
AMZN,7.87559e-09
BAC,7.209897605225731
DIS,17.81135949521871
FB,9.56511e-09
GOOGL,2.025996e-08
HD,8.55259e-09
JNJ,7.97417e-09
JPM,41.112233443798665
MA,7.90775e-09
MSFT,7.92127e-09
NVDA,5.9195199999999994e-09
PG,8.71913e-09
PYPL,8.47321e-09
TSLA,33.86650930425638
UNH,1.077173e-08
V,8.66791e-09
VZ,1.0123230000000001e-08
WMT,1.3255969999999998e-08
