Date,AAPL,ADBE,AMZN,BAC,DIS,FB,GOOGL,HD,JNJ,JPM,MA,MSFT,NVDA,PG,PYPL,SPY,TSLA,UNH,V,VZ,WMT
2020-01-07,73.95879364013672,333.3900146484375,1906.8599853515625,33.715782165527344,145.6999969482422,213.05999755859375,1395.1099853515625,213.48330688476562,141.1428985595703,131.96022033691406,298.60015869140625,155.9281768798828,239.53472900390625,119.04967498779297,109.66999816894531,316.8135681152344,93.81199645996094,285.0980529785156,187.53565979003906,57.10244369506836,114.64617156982422
2020-01-08,75.14852142333984,337.8699951171875,1891.969970703125,34.056640625,145.39999389648438,215.22000122070312,1405.0400390625,216.67791748046875,141.12344360351562,132.98963928222656,303.8688049316406,158.41183471679688,239.9840087890625,119.55714416503906,111.81999969482422,318.5020751953125,98.4280014038086,291.1091003417969,190.74588012695312,57.20783615112305,114.25273895263672
2020-01-09,76.7447280883789,340.45001220703125,1901.050048828125,34.115074157714844,144.8300018310547,218.3000030517578,1419.7900390625,219.99954223632812,141.54205322265625,133.4752197265625,307.8526611328125,160.390869140625,242.61965942382812,120.86485290527344,112.56999969482422,320.66168212890625,96.26799774169922,289.4562683105469,192.0677490234375,56.97066116333008,115.43302917480469
2020-01-10,76.91822052001953,339.80999755859375,1883.1600341796875,33.8326530456543,144.6199951171875,218.05999755859375,1428.9599609375,219.0519256591797,141.2207794189453,132.14474487304688,309.9143371582031,159.6487274169922,243.91751098632812,120.98194885253906,112.93000030517578,319.7389221191406,95.62999725341797,290.3515319824219,192.58457946777344,57.10619354248047,114.4691162109375
2020-01-13,78.56153106689453,345.6300048828125,1891.300048828125,34.14429473876953,143.8800048828125,221.91000366210938,1440.030029296875,218.1921844482422,141.84384155273438,133.24212646484375,313.9380187988281,161.5684051513672,251.56488037109375,121.8700180053711,115.27999877929688,321.9378662109375,104.97200012207031,281.2218017578125,194.13504028320312,57.26108169555664,113.97733306884766
2020-01-14,77.50070190429688,344.6300048828125,1869.43994140625,34.39750289916992,145.1999969482422,219.05999755859375,1430.5899658203125,217.67440795898438,142.64215087890625,134.79598999023438,309.3864440917969,160.43045043945312,246.8726348876953,121.68460845947266,114.63999938964844,321.4470520019531,107.58399963378906,283.5731506347656,194.8506317138672,57.15459060668945,114.27241516113281
2020-01-15,77.16856384277344,342.94000244140625,1862.02001953125,33.76447677612305,144.32000732421875,221.14999389648438,1439.199951171875,219.41339111328125,143.11917114257812,132.77598571777344,312.98187255859375,161.46945190429688,245.16543579101562,122.92398834228516,114.8499984741211,322.1734619140625,103.69999694824219,291.6108093261719,198.5776824951172,57.212677001953125,113.38719177246094
2020-01-16,78.13522338867188,345.3800048828125,1877.93994140625,33.81317138671875,145.1199951171875,221.77000427246094,1450.1600341796875,223.5458984375,144.2776641845703,133.29067993164062,319.0074462890625,164.42811584472656,248.51991271972656,123.03134155273438,115.4000015258789,324.8534240722656,102.697998046875,295.8707275390625,199.7206573486328,57.76447296142578,113.99700164794922
2020-01-17,79.000244140625,349.739990234375,1864.719970703125,33.803428649902344,144.3300018310547,222.13999938964844,1479.52001953125,226.56466674804688,145.22201538085938,134.21328735351562,322.3539123535156,165.34835815429688,248.86935424804688,123.36314392089844,116.04000091552734,325.8645935058594,102.0999984741211,293.6374816894531,203.4477081298828,58.20978546142578,113.07243347167969
2020-01-21,78.46488189697266,350.0,1892.0,33.36518478393555,143.55999755859375,221.44000244140625,1482.25,227.5806884765625,145.31936645507812,132.8925323486328,320.6308898925781,164.75465393066406,247.53155517578125,123.05085754394531,116.1500015258789,325.2264709472656,109.44000244140625,295.66412353515625,206.02186584472656,58.39371871948242,113.69209289550781
2020-01-22,78.74495697021484,350.05999755859375,1887.4599609375,33.46257781982422,144.00999450683594,221.32000732421875,1483.8699951171875,227.53184509277344,144.3263702392578,132.7371368408203,323.00128173828125,163.96304321289062,249.69798278808594,123.26554870605469,115.5,325.2657165527344,113.91200256347656,295.7231750488281,206.62814331054688,58.54861068725586,114.1937255859375
2020-01-23,79.12418365478516,351.760009765625,1884.5799560546875,33.228843688964844,142.1999969482422,219.75999450683594,1484.68994140625,228.26455688476562,144.59893798828125,132.60116577148438,323.6686096191406,164.97235107421875,252.44345092773438,122.70206451416016,117.88999938964844,325.6387634277344,114.44000244140625,294.6114501953125,205.256591796875,58.57765197753906,113.90848541259766
2020-01-24,78.89614868164062,351.3699951171875,1861.6400146484375,32.663997650146484,140.0800018310547,217.94000244140625,1466.1700439453125,226.652587890625,144.39451599121094,129.3089599609375,322.3638916015625,163.30995178222656,250.06735229492188,122.84931945800781,116.9800033569336,322.7428283691406,112.96399688720703,288.06915283203125,203.74588012695312,58.3549919128418,112.49213409423828
2020-01-27,76.57618713378906,346.8999938964844,1828.3399658203125,31.99201011657715,135.89999389648438,214.8699951171875,1431.72998046875,225.86126708984375,144.8131103515625,128.22128295898438,314.4957275390625,160.57888793945312,239.80430603027344,123.38925170898438,115.23999786376953,317.5694580078125,111.60399627685547,279.4903259277344,200.4561309814453,57.9968147277832,113.9576644897461
2020-01-28,78.74247741699219,354.6300048828125,1853.25,32.371829986572266,138.3699951171875,217.7899932861328,1450.5,228.4697265625,145.5432891845703,130.55203247070312,318.9775695800781,163.72555541992188,247.56149291992188,123.7230224609375,116.5199966430664,320.8973083496094,113.37999725341797,281.2414855957031,201.60902404785156,58.7615852355957,114.68550109863281
2020-01-29,80.3907470703125,351.6600036621094,1858.0,32.147830963134766,136.05999755859375,223.22999572753906,1456.699951171875,228.62603759765625,146.55575561523438,130.35780334472656,319.02740478515625,166.27850341796875,245.135498046875,122.7707748413086,116.66000366210938,320.6322326660156,116.197998046875,278.319580078125,203.60671997070312,57.628944396972656,113.98716735839844
2020-01-30,80.27424621582031,356.739990234375,1870.6800537109375,32.60555648803711,137.80999755859375,209.52999877929688,1454.25,227.42437744140625,146.38050842285156,131.9699249267578,323.1506652832031,170.9688262939453,245.40505981445312,123.64448547363281,117.12000274658203,321.6728210449219,128.16200256347656,276.4306640625,206.93624877929688,57.464378356933594,114.66584777832031
2020-01-31,76.7149887084961,351.1400146484375,2008.719970703125,31.9725399017334,138.30999755859375,201.91000366210938,1432.780029296875,222.8424835205078,144.92994689941406,128.541748046875,314.6650695800781,168.445556640625,236.04049682617188,122.33883666992188,113.88999938964844,315.8319091796875,130.11399841308594,268.0387878417969,197.75274658203125,57.54182052612305,112.61016082763672
2020-02-03,76.50431060791016,358.0,2004.199951171875,32.10887908935547,141.32000732421875,204.19000244140625,1482.5999755859375,226.2032012939453,146.19554138183594,129.5226287841797,323.2104187011719,172.5520477294922,239.93409729003906,122.81986236572266,116.51000213623047,318.1781005859375,156.0,269.5833740234375,199.58151245117188,56.196205139160156,112.39376831054688
2020-02-04,79.02999877929688,366.739990234375,2049.669921875,32.74189758300781,144.72999572753906,209.8300018310547,1445.4100341796875,229.58346557617188,147.5877227783203,131.38722229003906,327.7918701171875,178.23187255859375,246.72288513183594,123.35980224609375,120.08000183105469,323.0274963378906,177.41200256347656,276.2929382324219,202.31466674804688,56.42854690551758,113.37734985351562
2020-02-05,79.6744384765625,365.54998779296875,2039.8699951171875,33.803428649902344,141.3699951171875,210.11000061035156,1446.050048828125,232.62176513671875,149.91444396972656,133.62088012695312,326.9951171875,178.01419067382812,250.34689331054688,124.4887466430664,119.72000122070312,326.7578430175781,146.94000244140625,290.94189453125,201.5692596435547,57.24171829223633,114.89205932617188
